Unnamed: 0,split,topic,label,TEXT
127,train,region,1,广州。。难怪了。。我前面掉进去传销。也是一个人打10多个（江西人（里面的广东人更弱））。你们那的人，偏瘦，偏矮（只针对我见过的，知乎大佬个个180），打架喜欢你推我，我推你，你们那治安严，我们这以前治安基本没有(&gt;﹏&lt;)
1805,train,gender,1,别乱给我扣帽子，别人找渣男要么离开要么调教，你又不走，又不教，别人争取还搁那你说大部分男人都这样，那你可不是活该吗
1288,train,region,0,国内的影视剧很多是根据演员籍贯定的口音，也有很多是根据口音选的演员。作为一个山东人，看《疯狂的石头》《高兴》里黄渤的表演，没感觉出地域歧视，反而会有种亲切感～～
1858,train,region,0,北京有啥好的？房子贵，空气质量堪忧。我觉得可以去上海，对于国外回来的人可能比较容易适应，房子也不是那么的贵，相对的。
2470,train,region,0,你需要来北京，和北京开北汽电动的的哥聊一下 就会改变看法了 公司让我们下雨天就别出去，不然漏水 我们刚接车的时候刹车泵5个里面有一个就是坏的
2061,train,race,0,亚裔男性普遍显得更腼腆。在社交上， 亚裔女性是站在金字塔顶端的，亚裔男性在最底层。你说的没错，不过自信，有能力，敢表达的亚裔男性也是可以被认可的。
5963,train,race,1,入关学必修读物难道不是郑和取代哥伦布、中国同享远东和北美两块沃土、黄种人一堆红脖子天天压迫和歧视白人的《西洋》？？？
2667,train,gender,1,这是因为太强调女权而忽略男权。懂我意思的会懂不懂我意思的会认为我是直男癌
2722,train,race,1,我觉得亚裔细分法案是对华人的尊重，毕竟我们华人不能和东南亚太平洋岛屿上那些不穿衣服的土著划为同一民族，我不愿做菲律宾人，我不愿做日本人，我不愿做越南人，我更不愿做韩国人，我觉得只有细分，才是对我华人的尊重，不细分是在极大地侮辱华人，
2721,train,gender,1,你可以乱。别人只是不想碰到而已。你就问你父母吧。喜欢乱交的女儿。还是洁身自好的女儿。那你父母是不是歧视女性。
2900,train,gender,1,少理那些男人！太气了！别说打个孩子，就算是得了艾滋，咱们好姑娘一样可以找老公接盘。
4342,train,race,1,韩国 狗恶心人
1977,train,race,0,娜塔丽波特曼，盖尔加朵也是亚裔，她们就很成功，也不刻板，前者是奥斯卡影后
1654,train,region,1,那再顺便说一下，此人把我们其他几个省份的全部鄙视后（地域黑），开始说广东人小气精明以及………
11457,train,race,0,ok，体育最直接暴力，最能体现体质的就是田径和搏击，我可不敢说我能打过黑人。
502,train,gender,0,心疼小仙女一波
1888,train,gender,1,女人质为什么不跑？却蹲跪地上？
821,train,gender,0,见仁见智吧，毕竟窈窕淑女君子好 啊。
4814,train,race,1,毕竟看黑人种族的犯罪率是否一定超出其他种族，看其他黑人为主导的国家的犯罪率对比才是稍微公平的对比
345,train,gender,1,这里的问题是女孩要是真能做个薄情寡义的人也就好了 实际上她始终割舍不下家庭，也就一直被吸血
2421,train,gender,1,非性别歧视，总感觉碰瓷的、不通人情的女性远远多于男性
3094,train,race,1,我是烟台的，19年冬天在莱山的喜家德吃饭的时候遇到了一家子韩国人，那男主人在店里脱鞋，脚臭得恶心人，
5635,train,race,1,真就四肢发达，头脑简单呗，小时候对这种定性的话嗤之以鼻，现在看来，黑人被压迫就是太笨了
11527,train,race,0,印度会英语的也就一亿，以印地语为母语的有好几亿。而且宝莱坞的印地语电影影响巨大，不只是覆盖了印度，印度人都喜欢看印地语电影，超过一半的印度人能听懂印地语。印地语普及是迟早的事情。大多数印度人都没有经济条件去学英语，也没有语言环境。
3700,train,region,0,人家说的是青海……祖国西北 青藏高原。。。不是山东青岛？。。。
1335,train,gender,0,请为我找个富有的寡妇或者丈夫长期在外的女士来做我的情人巴尔扎克
3192,train,race,1,你们要这么想，全中国14亿人口，真有那种崇洋媚外的极少数，占1%，看比列都有100万人了。我就是个女孩，我周边所有女孩都爱谈国家政治的，请你们男性不要因为个别人而侮辱所有的中国女性。真是笑死我了，
2697,train,region,0,每个人一出生都是差不多的，都是受环境影响，好的环境能熏陶出好的人格与三观，坏的环境影响的却是扭曲的人格和三观，正如东北人从小环境影响喜欢吃炖菜，四川人从小饮食习惯喜欢吃辣菜是一个道理
1550,train,race,0,老大曾被誉为将R&B精神带入国语歌坛的第一人，《再回首》《逝去的爱》都可以见识到他推广黑人音乐的不遗余力。
11761,train,race,0,"答主你好，看到你的回答里说到民大，想冒昧地跟你说一下我的困惑，我是广西民族大学中国少数民族语言文学专业的学生，辅修汉语言文学，准大二，在我的大学里英语水平还算不错，考研方向是语言学与应用语言学,考华南师范大学成功率高么？"
3494,train,race,1,韩国人连p站都能骂人。人英文留言问妹纸叫啥，韩语回帖：我是一条狗（谷歌翻译）。
6058,train,race,1,我和你恰恰相反，我最讨厌黑人和种族歧视……
768,train,region,1,妈呀，说个河南妹纸就是地域黑了
7097,train,race,1,在加拿大歧视华人不算歧视。只有歧视黑人和穆斯林才算歧视。我在多伦多被一黑人因为是中国人被骂了还差点被打都没敢回一句嘴，因为我一旦回嘴倒霉的只可能是我，人黑人一点事都没有。
2614,train,gender,1,那你去那些女孩子被强奸的微博新闻下面看看评论吧，在我国，大众永远对男性比对女性宽容
13335,train,race,0,哈哈 鹿鹿要成黑人了 注意防暑啊
4173,train,region,0,我也想问下如何了 同安顺人 在贵阳
711,train,gender,1,因为女人打不过男人，所以出轨成本低呀！你一哭二闹三上吊，对他也没损失嘛，反正有替补～
4520,train,region,0,理科浙大本部在浙江前3000都能去，医学基本前五千都能去，这么大优惠还不知足? 不知道有什么难的? 河北浙大要前400。
31,train,race,1,内容违规会影响你的知乎盐值，本来被删了，再发出来，回给就业歧视的男女性说的话。不可能的，忽略个体差异一味追求的政治正确就是上了老外的当，育儿师只能是女性，下矿工只能是男性，护士女性为主，军警男性为主。
2113,train,region,1,mate20p➕xsmax双机党表示苹果没有任何优势，而且在信号电池和发烫问题上有明显劣势，安卓真香，另外我一台国航手机在苹果自带音乐播放器里搜索国歌出来的是台湾地区所谓的“国歌”，如此恶心人的公司不用也罢
4225,train,gender,0,你这样会招到很多人问你需不需要男朋友的！
4186,train,race,1,呵呵，您在美帝待过没？？？我表示非常怀疑，有种东西叫政治正确，你黑犹太人，骂黑人试试看，小朋友不要天天想着跪舔……
9184,train,race,0,Fay吧，这个词里的元音很饱满，而且是一个适合亚洲女孩子的名字。相比之下，Faye给人的感觉是黑人或者印度人[捂脸][捂脸][捂脸]
13114,train,race,0,非洲其实有2个人种，一种是西非的纯黑。另一种是东非，这种才是和白人黄种人，同一个祖先。
2896,train,gender,0,因为她们都不知道平权的家庭长什么样，又怎能指望她们去正视男性受到的压迫？
2612,train,region,0,辽宁人明天考太原人才引进的教育岗，不论别人怎么说，做好自己的事就完了
12529,train,race,0,西方现在最不缺的就是白左和圣母，若干年后圣母将成为欧洲的政治正确，然后黑人和穆斯林统治欧洲。
2436,train,gender,0,可以提前报警，所以女生的处理方式有问题，明明可以更妥善处理这件事，但是女生没有，所以她为此付出了生命的代价。但我不认为她有被迫害妄想症。
907,train,region,1,一战后和中国合作有说法是为了恶心日本，因为日本在一战后拿走了山东
4821,train,region,0,大家各有各的想法 你愿意去西藏体会人生，lz也有自己的苦苦挣扎，这语气
1158,train,gender,1,你老婆在带孩子吧，都是自己人何必计较，离婚事儿太大，家务分工明确一下就好。和这里的男的出轨，嫖娼，赌博欺骗比，这都微不足道了
10843,train,race,0,"我不管黑人好不好看，喷蔡徐坤鹿晗的我就要往死里赞,[干杯]"
11865,train,race,0,所以说国美双标很6，有时恰恰是亚裔的优点让他们本地人感受到了威胁，还有一个比较迷信的原因，我到现在都觉得难以置信，就是当年流传的黄祸论，黄祸论起源，我从书上看到的是因为当时某君王的一个梦……
2522,train,region,0,东北能和山东比么，尤其是年轻的女孩，哪个不是给供成老佛爷的。
3539,train,region,0,山东经济也不差吧[捂脸]
2999,train,gender,0,其实说明了写这小说的人没见过妆化了是什么样子，还有也没见过妹子卸妆，总结来说就是没女朋友......或者完全没画过妆的妹子
11707,train,race,0,有！我同学一上公车就被黑人要微信，还说我同学很漂亮…
5139,train,region,0,上海一九四三
12222,train,race,0,我懂你的皮，因为会被送去给别人植皮【黑人白牙齿笑脸】
12658,train,race,0,黄种人里北亚人头最大（）属于北亚蒙古人种、。。，汉族，东西伯利亚排第二。。西北少民第三。。东南亚 3-6都有，属于（南亚蒙古人种），头最小
2353,train,gender,1,从你言论就知道你就是那个自私的人，麻烦自省下好吗，偏激成这样真搞不懂现在女性思维
5368,train,region,0,另外，想要关中守得住，北面山西很重要。太原会战
1219,train,gender,0,你好好看看，确实出轨了，而且女主的人设反正不符合中国的文化，两任男友都成了她的 跳板
2458,train,gender,0,喷人之前先看清楚。。是【没见过女人似的叽叽歪歪】，不是【像女人一样叽叽歪歪】
2909,train,race,1,从dotaer口中说出来的，肯定多少有嘲讽的意味，就好像你在国内说黑鬼怎么怎么没问题，你跑到美国黑人面前这么说就是要被打的
2276,train,region,0,甘肃人被问你们真的很穷没有水洗澡嘛 我：我快穷死了你们快资助资助我
5953,train,region,0,你好，同湖北，应届，请问D类和普通教师招聘哪个更难呀？笔试的科目不一样，准备的书和知识点是不是也完全不一样？还是知识点差不多，题型不一样勒？因为我想报考几个地区的，看到笔试科目很矛盾。
2689,train,region,1,666 不知道别人 但是我卸载半年了 没装回来过 从招聘歧视东北人就开始了 真是在不要脸的道路上越走越远
2665,train,gender,0,我也觉得并不是什么女权电影，没有真正意义上的觉醒与反抗男权
1894,train,gender,1,我觉得不一样，成龙年轻爱玩基本上都是女人自愿的，曾志伟就算了直接强奸，实在恶心，
1130,train,gender,1,动不动就中年油腻男。田园绿茶女权挨过这么多炮火还装纯真的是够恶心。
1210,train,race,0,请问船上外国人多吗？非亚裔。在这样一个密闭空间，感染率是一个很好的数据
314,train,gender,0,妈妈美如花，女儿为啥没随妈妈的容貌呢，一定是爸爸的遗传问题
10507,train,race,0,在北美生活了十几年，深感在那边出生的华裔活的很尴尬。他们周围的朋友大多还是黄种人，虽然操着一口流利的英文，但依然融不进文化的核心。
2335,train,region,1,作为一个安徽人，看了你的回答真心感觉可悲，没有准确数据证明，单评自己生活周围坏人多就引申到安徽坏人比例高，服你。中国好人安徽又有多少呢？安徽好人比例高不高呢？淮北人表示不背这个锅
1396,train,gender,0,下五子棋都有个错觉，自己水平很高。我敢说这里所有的人绑一块下不过我女儿
5155,train,region,0,广东相对其它南方城市根本不算冷，你来江浙一带才知道南方有多冷，上海江苏浙江湖南江西安徽都很冷
799,train,gender,0,我觉得流星雨那个没有智障吧，本来女主角就是那种性格，男主角要是给她一张有钱的银行卡女主角才会不高兴。这段剧情其实是男主角了解女主角才会这么做吧。
4414,train,gender,0,差不多看完了女生反抗也没用对打也没用逃跑也没用就劝各位女性找伴侣的时候擦亮眼保护好自己
2137,train,gender,1,一边使劲嫌弃女人生育，一边又喷女人不生育是不尽义务。
378,train,gender,1,万物皆女权，我寻思女生们现实中但凡暴力点，多像男人那样搞些社会新闻，也不至于整天跟这些网络空口鉴拳大师们成天瞎比比。
696,train,gender,0,别的不说，就电饭煲那个，要真有人信了，董女士赔吗...
7654,train,race,1,都成猜疑链了。因为谁都可能掏出枪来，所以警察神经紧绷。警察神经紧绷，看谁都像罪犯，特别是黑人，稍有动静就打光弹夹。因为警察随随便便就可能打死你，黑人就算真是老实无犯罪的，
9169,train,race,0,俺也一样……关键是金发碧眼的小姑娘叫真田由美子，黑人大汉叫伊藤美诚
414,train,region,1,偏见是因为辩护？我也建议你看一下河南发展到现在为什么地位不如从前。里面有关于河南人全国知名偷井盖的描述。
11858,train,race,0,虽然知道摩托叠罗汉其实是印度人民喜闻乐见的杂技娱乐项目（他们自己也不当真，就图一乐），但还是感觉很好笑。
4192,train,region,0,居然是在贵阳……，唉
10821,train,race,0,"实名反对各位答案，都是在从历史，地缘，文化上说的。,但我想说，对我而言屁关系没有。,我就是喜欢白色皮肤的外貌，即使我不曾学过历史，不曾知道奴隶贸易，不曾知道黑人落后。,这是从基因深处的喜欢，"
3032,train,region,1,河南招黑有多少人是自己的亲身经历还是仅仅人云亦云？即便是有个别做坏事，那么整个河南人就要全民挨怼？无端端的挨骂，还要挨骂者大度？你先把自己的逻辑搞清楚在出来说话吧，地域黑果然都是社会底层，没什么脑子。
1812,train,region,1,你这来自上海的自豪，让我有点恶心。优点就是你们上海男人的模样？ 请问上次杀妻藏尸的那个上海男人是不是你们上海的？
5818,train,race,1,黑人的现状和受压迫的历史不无关系 他们的生活环境绝大部分是因为过去的歧视造成的 答主还是应该避免把对个人的评价上升到群体层面
4061,train,gender,0,我承认，这是真事 我一个堂堂少女，也[尴尬][尴尬]也伸手在厕所掏过东西[小情绪][小情绪][小情绪][小情绪][小情绪][小情绪][小情绪]
3,train,region,1,老兄，我自己就是河南人。河南人什么吊样我不清楚吗？前段时间抢井盖就在我隔壁市。
660,train,region,1,四川人骂人是啥样的[捂脸]
4471,train,region,0,我们浙江，本科线叫三本线，二本线比三本还要高100多分，如果选了自选模块且满分的都能上重点大学了
93,train,gender,0,主要嗜新鲜圣女果[思考]
809,train,gender,0,我那次一咬牙一跺脚请了一个半礼拜的假（连周末在一起12天）一个人跑到东京玩了一个礼拜。。。。女朋友？不存在的
8644,train,race,1,这个种族被歧视不是没有道理的。可怜之人必有其可恨之处。话说它们现在也算不上可怜。任何一个国家如果是黑人主导，
2059,train,region,0,太贵了，拆不起呗，反正上海地方大，乡下找个地方圈地修楼比这方便多了
5451,train,race,1,到哪儿都是卷找个人少的地方卷不香吗？白人歧视黄种人，黄种人内部何尝不相互歧视？[微笑]
7676,train,race,1,黑人这次会被清算的，美国肯定会出台法案，关于非法用工偷渡法案，这次抢劫不会得到支持的，流浪汉中白人只知道流浪，黑人流浪汉就是抢劫，美国也害怕美国被黑人化，因为欧洲已经变成例子，美国还让他们闹一会，闹大了好出台法案驱逐黑人亚裔
4332,train,region,0,江苏考上清华的前提是你得是，南通人
2005,train,race,0,Y系D是上古亚洲人 虽然和O系长相上有区别 但是一眼就可以看出是亚洲人的少数民族 绝对不会有人认为是欧洲人
9265,train,race,0,他们的神话故事应该改成这样，作为神圣印度的子民，从一出生就要接受神的考验，新生婴儿必须扔进恒河接受主湿婆的洗礼，凡自己爬回岸上的皆是神选之人，只有这种人才有资格成为印度教的信徒才有资格成为印度人，也才有资格得到眷顾，爬不回来的皆是被神舍弃之人，剧终！
421,train,region,1,这事情跟上海人歧视外地人一样，越没有能耐的越在乎的越多。
562,train,region,0,为什么福建会这么惨
4938,train,region,0,我也不吃食堂 坐标澳门 一般点外卖啊 咖啡厅啊 粤菜餐厅啊 又不去小饭馆怎么会不干净…
1740,train,gender,0,羡慕，我也想找个会做饭的女朋友
4725,train,race,1,你不是中国人吧？我不上当了，要这样延伸只会没完没了。霍顿骂孙杨是吃药的骗子，就是因为孙杨成绩出色么？他就是个种族歧视者，中国有死亡威胁霍顿么？我没看到。这个是我最后一次回复，随你怎么辩驳。
12866,train,race,1,现在这个位面，唐朝时期的昆仑奴，就是黑人奴仆，唐朝的长安和洛阳算是国际大都市，富人家有黑人奴仆和西域白人小妾再正常不过，不懂的可以多读点书，不然嫌麻烦可以百度一下
2419,train,region,1,真的好多人黑河南啊，特别是驻马店，还有偷井盖这梗，简直无fuck说
3736,train,race,1,我只是很奇怪，凭什么黑人被人叫了黑鬼不管做出什么反击行为都是可以理解的？同理的时候，小日子过的不错的日本选手被人叫小日本儿可不可以也这样？中国人被叫支那人东亚病夫的时候是不是也可以这样？怎样把握分寸来即可以最大限度维护尊严有不被人怀疑是过于自卑的玻璃心？
3197,train,region,1,孝感曾因新疆人偷东西，杀人，抢东西也是闹的人心惶惶。警察抓了送回新疆过一阵又来了。最后孝感警察雇佣孝感黑道，见到新疆人就打，最后把新疆人打回去了。安生了几年，最近孝感又出现新疆人偷东西
2418,train,gender,0,看了下你的完整回答，发现你是喷某些女的，好吧，你说的对，没看完之前以为你仇视女性
13124,train,race,0,潜台词是认识的每一个印度人都唱歌跳舞？
4749,train,race,1,亚裔也不反对歧视，但只是不反对自己被歧视。
11312,train,race,0,我觉得看人吧，上次我去美国，打了uber和一个黑人司机聊天，他说到自己想去中国玩，问他想去中国哪几个城市 ，他说北京，上海，还有香港，当时就挺诧异的
5669,train,race,1,在bcy上面看到好几个富婆炫自己上万的设子，我一脸黑人问号，完全get不到她们的点……哪里值1w了……贫穷限制了我的想象力……
12363,train,race,0,等以后有了基因改造技术，人类下一代可以随意选择黄种人白种人黑人基因的时候（估计绝大部分会选择白皮肤基因），社会达尔文主义才会消失吧。
12731,train,race,0,哈哈哈很尴尬，黑人颜前可能还得加句“美则美矣”
11593,train,race,0,小时候坏人跟好人的概念就是日本人和八路军。
669,train,race,0,黑人有啥文化啊，最多是个基因渗透吧[惊喜][惊喜][惊喜]
4327,train,region,0,这种时候我就会拿出江苏大学和南京大学进行举例
2166,train,race,0,刘翔的成绩，就黄种人来说没有可以匹敌的，身体素质跟天赋不是一般的高
4669,train,region,0,辽宁高三，写的不错
5362,train,race,1,p，中国不也歧视黑人
8176,train,race,1,诶，这个时候不是应该来个定体问？是什么导致了黑人犯罪率高？教育不公？社会不公？
6607,train,race,1,人家黑命贵也是自己打拼出来的，不懂得可以补课一下美国历史，看看人家黑人是怎么抗争得到现在的地位的，不打不拼，就想跟人家平起平坐，
1510,train,region,0,奉献了青春和梦想，得到了什么？为什么还要赖在北京？在故乡，会好一点吗？
12660,train,race,0,没错，试想印度底层人民出来一人，彻底的推翻了人分四等的制度，那么那个人对于印度人民来说是什么样的地位。就可以很好的类比朱元璋了。所以我总是和一些历史小白的朋友说朱在中学历史中绝对被低估了。
8782,train,race,1,你歧视黑人吗？[捂脸]正常人都歧视
11364,train,race,0,说的没错。我去芝加哥，找一个白人拍照的时候和他聊，他叫我别去芝加哥南边的街区，压根没提到黑人的字眼，但是他的暗示已经有足够的指导性了。
4262,train,race,1,我正是现在中国人的角度看，才认为拍AV恶心，女性遮脸有损女权。而你是站在何种角度呢？中国的礼法道德就是无法容忍。所以你是站在日本人的角度看，还是站在女优的角度看？矛盾的对立面存在换位思考吗？
1,train,region,1,确实是这样，浙江人一般不会歧视自己人，只是排外而已，但是也没那么严重
3446,train,region,0,以前也是吉林省的。哲里木盟？不知道记错没。
2399,train,gender,1,这么说女性就不感染了？还是说感染的女性是蕾丝？以后你和异性为爱鼓掌的时候千万别带套套啊！反正不会得艾滋！（其他的性病可不会有艾滋那么历害。）
4574,train,race,1,"搞不懂，什么叫亚裔不团结？,只要不符合Chinese,American或者Chinese利益的都叫亚裔不团结吗？,损失别人利益的时候又要求别人跟你团结？想得美。,大国出来的亚裔和别的亚裔教育资源不平也是事实，"
2270,train,gender,1,如果是男人出轨，女人打男人是不是就可以了？
5274,train,race,1,哪有什么只有黑人会为作恶者辩护，这明明就是白人压迫的太多太深，积蓄的太久被偶发事件引爆而已，和弗洛伊德本身是不是坏并没有太大关系，我觉得只是引起了共鸣，看看最近的澳大利亚，隔壁的昂撒，拉丁的哥伦布，
13285,train,race,0,我们单位这个月发的就是霸王，用了头痒\r\r我短头发，基本上两三天洗一次头发，洗发水用的超快\r\r今年用了资生堂，花王，多芬，小蜜蜂，黑人头，卡诗，现在不知道该买什么了
3332,train,race,1,所以这些印度人经常出现幻觉，而且有人把蛇毒当作毒品，使得自己身体一天比一天差。不是研发转基因的人主观把有毒物质放进去，而且改变碱基对序列后，作物自身生产出来的。而且生产出来的物质可能从来未存在过，或者会让我们意想不到。
2943,train,region,0,好像说得蛮有道理，在上海的山东人表示关切
12367,train,race,0,一本正经地说，下层闲着的人太多了，街头固定的一角蹲满了等待工作的人，这些人就是他们不安定的因素，看肤色和体型很容易分辨出一个印度人的社会地位
504,train,gender,1,赤裸裸的性别歧视？？？我看文字觉得是男生
4479,train,race,1,重男轻女我只能说中国在这方面的问题很严重。4000万单身男性青年就知道了。当然这完全不是他们的错，是父母辈的愚昧造成了这种结果。现代男女都是受害者。万万不可再继续重男轻女，直接会影响国家发展了
2264,train,race,0,就是说，亚裔老板的公司里面，会有倾向性的多提拔一点中国出身的移民。有些时候比白人的公司上升速度快一点。
9680,train,race,0,丹泽尔.华盛顿 是继威尔 史密斯之后我喜欢的黑人动作影星之一 推荐他2010年的《艾利之书》也许你需要看2遍才会觉得牛B，如果我没认错的话 里边男主背插两把尼泊尔军刀 横行末世。另外一部是《申冤人》。
6710,train,race,1,原来我不喜欢黑人是因为他们不符合我的审美，还有穷，让我从人性的角度内心里自发看低他们地位
1541,train,region,1,笑死我了，只有你四川人懂？重庆贵州是被你吞了？怪不得一句双面的词被你说得如此严重，MMP我贵州人表示80%都是调侃和开玩笑用，吵架从不用这个，我们只会用，我日你妈的批，草泥马的臭比，真正骂人是会比MMP脏的太多。说了这么多，这些说一句，你懂个锤子
9221,train,race,0,虽然两个都不喜欢。但是确实古力娜扎更漂亮一些。而且迪丽热巴好像有的角度看着像印度人（高种姓）。
366,train,gender,1,确实好恐怖，小明居然被男人舔了手，咦惹，想想都恶心
978,train,region,1,我河南人，小时候河南确实有偷井盖的，但是不论偷什么不都是小偷吗，哪个省没有小偷?别给我扯不偷井盖的小偷比偷井盖的高尚(地域黑不就这意思吗，要不为啥揪着偷井盖不放)，我都快笑死了
11646,train,race,0,这部电影国内本来也没多少人吹阿？ 本来就是小众电影。 美国人最近这些年政治正确已经走火入魔了。 人兽，黑人，lgbt，恩，该有的都有了～～ 拿个奥斯卡，没毛病！
9673,train,race,0,美国是RA吧，英国就是全职工作，像我这样的生化环材，那就是9117，而且不单中国人这样，英国人，印度人，中东人统统这样，双休日实验楼里全是人，各色人种川流不息。
1848,train,region,0,再闹下去只会让大家发现这个世界本来就不缺那些想法(表达出来的)雷同的作者，大家都老老实实去新疆种棉花去。
6590,train,race,1,现在英国犯罪率升高都是黑人干的，英国恐惧袭击增高都是因为穆斯林人口导致的。英国经济倒退都是东欧移民导致的。种族主义者总有借口。
1779,train,region,1,什么歧视安徽人？歧视穷人就直说，带什么tital?杭州地铁都没几条吧？
454,train,gender,0,如果那个男生是我的孩子，那我绝对去揍她！
3780,train,race,1,绕了半天 还是没有说清楚为什么城市女权在叫嚣 乡村女在伤害女人啊 比如现在中国女权在叫嚣 没见他们去拯救中东非洲韩国的女人啊。。。。 她们只是在喊 该动手的时候都没有反抗啊 除了个嘴 和收钱的手 她们还有啥？哦 当然还有。。。。。
6574,train,race,1,别的不说，早些年我国有些地区不同的民族生的孩子都叫串，这我们还都是中华民族，而留下黑孩的那些，你黑人都不属于中华民族属于异类，那生的孩子被歧视又咋滴？咋滴？黑皮高贵了，怎么不见白人让他们吃西瓜的时候膏贵不起来？
5947,train,region,0,这高考成绩，艺术分是湖北第一吗
6844,train,race,1,张校长真是奉献了一生，那些喷子除了抓住别人的一句话疯狂想摸黑人家还能干什么？奉献过什么？改变了哪怕一个人的命运么？可能改变了，本来好好的人生被这种人恶心了
11101,train,race,0,那个黑人小哥烧钱简直超级专业，我爷爷就是这么烧的，我怕烫到手一直学不会
1825,train,gender,1,男人骂起手机来堪比饭圈
2679,train,region,0,东北人为啥和广东人打架？为了救下福建人一起玩成语接龙
6129,train,race,1,那招生歧视亚裔呢？亚裔平均没有白人有钱，成绩总比非洲裔好吧
4301,train,gender,0,那个小男孩被杀的时候，我和我朋友都被吓到了，觉得太残忍了。后面的会好一些，那个小男孩我至今都难忘。
8242,train,race,1,一讨厌黑人，二恶心美国人所以，美国黑人嗯，
2653,train,gender,1,婆媳关系处理不好，说明这个男人的无能，居然为这个家暴，你可真长脸
6806,train,race,1,上次在三里屯 一个中国人 一个黑人还是两个黑人在我前面走不记得了 这是前提 然后国人在吸烟 黑人说了句 no smoking 国人来了句这是中国没事 老子当时在后面跳起来就是想一脚 我和我朋友眼中满满的恶心
5265,train,region,0,我寻思jk在国内初高中不算是正常服装啊。我的初高中（在江苏南通，都是市排第一的重点）男女生发型都要管，上课在草稿本上画画（其实就是画了个方框）被教导主任看到了都要谈话，国内学校对学生的控制欲不是一般的强，根本不是正常的环境
1672,train,gender,1,为什么学霸男生总是那么容易被不好的女生骗气死了男生果然都逃不掉心机重的女生？
2752,train,region,1,上海人歧视外地人的观念在其他地方还是蛮深的，包括我父母，所以会担心说沪语是要说自己的坏话。不过嘛看多了之后我是感觉你活该被歧视就是了。。。。
4835,train,region,0,看到达扛书记，我就想起来当年缴公粮/提留款/集资，老百姓缴纳数额其实都比规定多。至于原因，大家都懂。光村委就欠了饭店好几万账……乡里就更不用说了。不缴公粮杂费真好啊！老百姓不用被逼得扒房牵牛，东躲西藏被抓去坐班房了……
3044,train,gender,0,我有个问题，如果【贤惠】这种是因为【为他人付出】所以被人反感，那么【情商高】这种同样对己不利，同样要求付出的行为。
253,train,gender,0,找了个女朋友也是夜猫子，
1794,train,region,1,就在大家都口诛笔伐zf不作为，官煤太恶心的时候我却在想。。。。以往那些说警察忙的要死工资还不高的人哪儿去了？那些说你以为公务员好当啊公务员可累了的人去哪儿了？莫非河北警察和公务员不上知乎？
3922,train,gender,1,如果他是个男生就是耍流氓了吧？真是男女互换，点赞过万
944,train,region,1,一竿子打翻一船人。“你们河南人有小偷，你们河南人是小偷”
8679,train,race,1,黑人被歧视不是没有原因的，哪里黑人聚集，哪里的治安就直线下降，治安下降了，一切都会变成渣渣
6966,train,race,1,黑人到重庆超市骂人试一下？
5172,train,region,0,对，同在上海，第一步最难，后面就简单多了。可能刚开始很难，不要被困难轻易打败。相信你也讨厌那样的自己。(同时也要给自己压力)
5140,train,region,0,何况上海底层的工资水平，和全国平均水平尤其是东部水平，并无区别。上海是中高层人员的工资高。这也是为啥上海会有很多台劳。
1980,train,race,0,这是二战时候。夏威夷早就是亚裔占多数的社会了[大笑]
